Year,Port Name,Cargo Code,Cargo Name,Cargo Group Code,Cargo Group Name,Direction,Tonnage,Units,TEU,Published Port Lat,Published Port Long,,
2012,Holyhead,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,30,0,0,53.3106715,-4.6330966,,
2012,Holyhead,100,All Main Freight,0,Main Freight,Inwards,1391,142,0,53.3106715,-4.6330966,,
2012,Holyhead,100,All Main Freight,0,Main Freight,Outwards,1627,160,0,53.3106715,-4.6330966,,
2012,Hull,1,All Cargo,1,All Cargo,Inwards,7524,270,126,53.743659,-0.33823852,,
2012,Hull,1,All Cargo,1,All Cargo,Outwards,2557,261,118,53.743659,-0.33823852,,
2012,Hull,11,Liquefied gas,10,Liquid Bulk,Outwards,200,0,0,53.743659,-0.33823852,,
2012,Hull,13,Oil products,10,Liquid Bulk,Inwards,71,0,0,53.743659,-0.33823852,,
2012,Hull,13,Oil products,10,Liquid Bulk,Outwards,15,0,0,53.743659,-0.33823852,,
2012,Hull,19,Other liquid bulk products,10,Liquid Bulk,Inwards,714,0,0,53.743659,-0.33823852,,
2012,Hull,19,Other liquid bulk products,10,Liquid Bulk,Outwards,591,0,0,53.743659,-0.33823852,,
2012,Hull,21,Ores,20,Dry Bulk,Inwards,22,0,0,53.743659,-0.33823852,,
2012,Hull,21,Ores,20,Dry Bulk,Outwards,154,0,0,53.743659,-0.33823852,,
2012,Hull,22,Coal,20,Dry Bulk,Inwards,1631,0,0,53.743659,-0.33823852,,
2012,Hull,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,273,0,0,53.743659,-0.33823852,,
2012,Hull,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,138,0,0,53.743659,-0.33823852,,
2012,Hull,29,Other dry bulk,20,Dry Bulk,Inwards,410,0,0,53.743659,-0.33823852,,
2012,Hull,29,Other dry bulk,20,Dry Bulk,Outwards,14,0,0,53.743659,-0.33823852,,
2012,Hull,31,20' freight units,30,Lo-Lo,Inwards,248,17,17,53.743659,-0.33823852,,
2012,Hull,31,20' freight units,30,Lo-Lo,Outwards,133,16,16,53.743659,-0.33823852,,
2012,Hull,32,40' freight units,30,Lo-Lo,Inwards,69,5,9,53.743659,-0.33823852,,
2012,Hull,32,40' freight units,30,Lo-Lo,Outwards,32,4,8,53.743659,-0.33823852,,
2012,Hull,33,Freight units >20' & <40',30,Lo-Lo,Inwards,126,7,11,53.743659,-0.33823852,,
2012,Hull,33,Freight units >20' & <40',30,Lo-Lo,Outwards,14,5,8,53.743659,-0.33823852,,
2012,Hull,34,Freight units >40',30,Lo-Lo,Inwards,683,39,89,53.743659,-0.33823852,,
2012,Hull,34,Freight units >40',30,Lo-Lo,Outwards,269,38,86,53.743659,-0.33823852,,
2012,Hull,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,341,24,0,53.743659,-0.33823852,,
2012,Hull,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,335,30,0,53.743659,-0.33823852,,
2012,Hull,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,87,0,53.743659,-0.33823852,,
2012,Hull,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,88,0,53.743659,-0.33823852,,
2012,Hull,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,3,0,53.743659,-0.33823852,,
2012,Hull,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,3,0,53.743659,-0.33823852,,
2012,Hull,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,10,1,0,53.743659,-0.33823852,,
2012,Hull,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,24,2,0,53.743659,-0.33823852,,
2012,Hull,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,868,42,0,53.743659,-0.33823852,,
2012,Hull,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,397,36,0,53.743659,-0.33823852,,
2012,Hull,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,39,8,0,53.743659,-0.33823852,,
2012,Hull,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,27,3,0,53.743659,-0.33823852,,
2012,Hull,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,832,36,0,53.743659,-0.33823852,,
2012,Hull,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,186,35,0,53.743659,-0.33823852,,
2012,Hull,91,Forestry products,90,Other General Cargo,Inwards,875,0,0,53.743659,-0.33823852,,
2012,Hull,91,Forestry products,90,Other General Cargo,Outwards,1,0,0,53.743659,-0.33823852,,
2012,Hull,92,Iron and steel products,90,Other General Cargo,Inwards,293,0,0,53.743659,-0.33823852,,
2012,Hull,92,Iron and steel products,90,Other General Cargo,Outwards,15,0,0,53.743659,-0.33823852,,
2012,Hull,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,20,0,0,53.743659,-0.33823852,,
2012,Hull,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,13,0,0,53.743659,-0.33823852,,
2012,Hull,100,All Main Freight,0,Main Freight,Inwards,3167,170,126,53.743659,-0.33823852,,
2012,Hull,100,All Main Freight,0,Main Freight,Outwards,1365,164,118,53.743659,-0.33823852,,
2012,Ipswich,1,All Cargo,1,All Cargo,Inwards,1341,15,0,52.0579324,1.1528095,,
2012,Ipswich,1,All Cargo,1,All Cargo,Outwards,865,13,0,52.0579324,1.1528095,,
2012,Ipswich,13,Oil products,10,Liquid Bulk,Inwards,14,0,0,52.0579324,1.1528095,,
2012,Ipswich,19,Other liquid bulk products,10,Liquid Bulk,Inwards,53,0,0,52.0579324,1.1528095,,
2012,Ipswich,21,Ores,20,Dry Bulk,Outwards,29,0,0,52.0579324,1.1528095,,
2012,Ipswich,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,306,0,0,52.0579324,1.1528095,,
2012,Ipswich,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,686,0,0,52.0579324,1.1528095,,
2012,Ipswich,29,Other dry bulk,20,Dry Bulk,Inwards,588,0,0,52.0579324,1.1528095,,
2012,Ipswich,29,Other dry bulk,20,Dry Bulk,Outwards,29,0,0,52.0579324,1.1528095,,
2012,Ipswich,31,20' freight units,30,Lo-Lo,Inwards,0,0,0,52.0579324,1.1528095,,
2012,Ipswich,31,20' freight units,30,Lo-Lo,Outwards,0,0,0,52.0579324,1.1528095,,
2012,Ipswich,32,40' freight units,30,Lo-Lo,Outwards,0,0,0,52.0579324,1.1528095,,
2012,Ipswich,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,33,2,0,52.0579324,1.1528095,,
2012,Ipswich,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,13,1,0,52.0579324,1.1528095,,
2012,Ipswich,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,2,0,0,52.0579324,1.1528095,,
2012,Ipswich,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,0,0,0,52.0579324,1.1528095,,
2012,Ipswich,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,136,8,0,52.0579324,1.1528095,,
2012,Ipswich,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,68,7,0,52.0579324,1.1528095,,
2012,Ipswich,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,2,0,0,52.0579324,1.1528095,,
2012,Ipswich,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,1,0,0,52.0579324,1.1528095,,
2012,Ipswich,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,102,5,0,52.0579324,1.1528095,,
2012,Ipswich,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,22,5,0,52.0579324,1.1528095,,
2012,Ipswich,91,Forestry products,90,Other General Cargo,Inwards,77,0,0,52.0579324,1.1528095,,
2012,Ipswich,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,29,0,0,52.0579324,1.1528095,,
2012,Ipswich,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,18,0,0,52.0579324,1.1528095,,
2012,Ipswich,100,All Main Freight,0,Main Freight,Inwards,271,14,0,52.0579324,1.1528095,,
2012,Ipswich,100,All Main Freight,0,Main Freight,Outwards,102,13,0,52.0579324,1.1528095,,
2012,Kilroot Power Station Jetty,1,All Cargo,1,All Cargo,Inwards,1039,0,0,54.7321574,-5.7664992,,
2012,Kilroot Power Station Jetty,13,Oil products,10,Liquid Bulk,Inwards,58,0,0,54.7321574,-5.7664992,,
2012,Kilroot Power Station Jetty,22,Coal,20,Dry Bulk,Inwards,981,0,0,54.7321574,-5.7664992,,
2012,Larne,1,All Cargo,1,All Cargo,Inwards,1482,202,0,54.8508458,-5.8183116,,
2012,Larne,1,All Cargo,1,All Cargo,Outwards,1431,192,0,54.8508458,-5.8183116,,
2012,Larne,21,Ores,20,Dry Bulk,Outwards,19,0,0,54.8508458,-5.8183116,,
2012,Larne,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,862,69,0,54.8508458,-5.8183116,,
2012,Larne,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,841,63,0,54.8508458,-5.8183116,,
2012,Larne,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,88,0,54.8508458,-5.8183116,,
2012,Larne,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,85,0,54.8508458,-5.8183116,,
2012,Larne,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,2,0,54.8508458,-5.8183116,,
2012,Larne,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,1,0,54.8508458,-5.8183116,,
2012,Larne,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,1,1,0,54.8508458,-5.8183116,,
2012,Larne,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,0,0,0,54.8508458,-5.8183116,,
2012,Larne,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,618,43,0,54.8508458,-5.8183116,,
2012,Larne,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,571,42,0,54.8508458,-5.8183116,,
2012,Larne,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,1,0,0,54.8508458,-5.8183116,,
2012,Larne,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,54.8508458,-5.8183116,,
2012,Larne,100,All Main Freight,0,Main Freight,Inwards,1480,112,0,54.8508458,-5.8183116,,
2012,Larne,100,All Main Freight,0,Main Freight,Outwards,1412,105,0,54.8508458,-5.8183116,,
2012,Liverpool,1,All Cargo,1,All Cargo,Inwards,25383,499,309,53.435409,-3.0044427,,
2012,Liverpool,1,All Cargo,1,All Cargo,Outwards,7541,536,326,53.435409,-3.0044427,,
2012,Liverpool,12,Crude oil,10,Liquid Bulk,Inwards,10931,0,0,53.435409,-3.0044427,,
2012,Liverpool,13,Oil products,10,Liquid Bulk,Inwards,845,0,0,53.435409,-3.0044427,,
2012,Liverpool,13,Oil products,10,Liquid Bulk,Outwards,206,0,0,53.435409,-3.0044427,,
2012,Liverpool,19,Other liquid bulk products,10,Liquid Bulk,Inwards,584,0,0,53.435409,-3.0044427,,
2012,Liverpool,19,Other liquid bulk products,10,Liquid Bulk,Outwards,43,0,0,53.435409,-3.0044427,,
2012,Liverpool,21,Ores,20,Dry Bulk,Inwards,266,0,0,53.435409,-3.0044427,,
2012,Liverpool,21,Ores,20,Dry Bulk,Outwards,1862,0,0,53.435409,-3.0044427,,
2012,Liverpool,22,Coal,20,Dry Bulk,Inwards,3127,0,0,53.435409,-3.0044427,,
2012,Liverpool,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,2257,0,0,53.435409,-3.0044427,,
2012,Liverpool,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,155,0,0,53.435409,-3.0044427,,
2012,Liverpool,29,Other dry bulk,20,Dry Bulk,Inwards,961,0,0,53.435409,-3.0044427,,
2012,Liverpool,29,Other dry bulk,20,Dry Bulk,Outwards,63,0,0,53.435409,-3.0044427,,
2012,Liverpool,31,20' freight units,30,Lo-Lo,Inwards,1154,68,68,53.435409,-3.0044427,,
2012,Liverpool,31,20' freight units,30,Lo-Lo,Outwards,410,58,58,53.435409,-3.0044427,,
2012,Liverpool,32,40' freight units,30,Lo-Lo,Inwards,1451,99,198,53.435409,-3.0044427,,
2012,Liverpool,32,40' freight units,30,Lo-Lo,Outwards,1131,108,216,53.435409,-3.0044427,,
2012,Liverpool,33,Freight units >20' & <40',30,Lo-Lo,Inwards,273,18,26,53.435409,-3.0044427,,
2012,Liverpool,33,Freight units >20' & <40',30,Lo-Lo,Outwards,47,13,19,53.435409,-3.0044427,,
2012,Liverpool,34,Freight units >40',30,Lo-Lo,Inwards,100,8,17,53.435409,-3.0044427,,
2012,Liverpool,34,Freight units >40',30,Lo-Lo,Outwards,99,15,33,53.435409,-3.0044427,,
2012,Liverpool,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,1051,83,0,53.435409,-3.0044427,,
2012,Liverpool,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,1122,84,0,53.435409,-3.0044427,,
2012,Liverpool,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,68,0,53.435409,-3.0044427,,
2012,Liverpool,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,69,0,53.435409,-3.0044427,,
2012,Liverpool,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,0,0,53.435409,-3.0044427,,
2012,Liverpool,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,0,0,53.435409,-3.0044427,,
2012,Liverpool,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,1,1,0,53.435409,-3.0044427,,
2012,Liverpool,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,34,32,0,53.435409,-3.0044427,,
2012,Liverpool,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,1838,150,0,53.435409,-3.0044427,,
2012,Liverpool,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,2133,151,0,53.435409,-3.0044427,,
2012,Liverpool,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,53.435409,-3.0044427,,
2012,Liverpool,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,2,0,0,53.435409,-3.0044427,,
2012,Liverpool,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,47,5,0,53.435409,-3.0044427,,
2012,Liverpool,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,112,7,0,53.435409,-3.0044427,,
2012,Liverpool,91,Forestry products,90,Other General Cargo,Inwards,101,0,0,53.435409,-3.0044427,,
2012,Liverpool,91,Forestry products,90,Other General Cargo,Outwards,8,0,0,53.435409,-3.0044427,,
2012,Liverpool,92,Iron and steel products,90,Other General Cargo,Inwards,331,0,0,53.435409,-3.0044427,,
2012,Liverpool,92,Iron and steel products,90,Other General Cargo,Outwards,6,0,0,53.435409,-3.0044427,,
2012,Liverpool,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,66,0,0,53.435409,-3.0044427,,
2012,Liverpool,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,108,0,0,53.435409,-3.0044427,,
2012,Liverpool,100,All Main Freight,0,Main Freight,Inwards,5913,430,309,53.435409,-3.0044427,,
2012,Liverpool,100,All Main Freight,0,Main Freight,Outwards,5053,435,326,53.435409,-3.0044427,,
2012,Loch Ryan,1,All Cargo,1,All Cargo,Inwards,943,207,0,54.9697598,-5.0445441,,
2012,Loch Ryan,1,All Cargo,1,All Cargo,Outwards,871,204,0,54.9697598,-5.0445441,,
2012,Loch Ryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,510,53,0,54.9697598,-5.0445441,,
2012,Loch Ryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,512,53,0,54.9697598,-5.0445441,,
2012,Loch Ryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,119,0,54.9697598,-5.0445441,,
2012,Loch Ryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,121,0,54.9697598,-5.0445441,,
2012,Loch Ryan,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,2,0,54.9697598,-5.0445441,,
2012,Loch Ryan,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,3,0,54.9697598,-5.0445441,,
2012,Loch Ryan,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Inwards,0,0,0,54.9697598,-5.0445441,,
2012,Loch Ryan,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Outwards,0,0,0,54.9697598,-5.0445441,,
2012,Loch Ryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,434,33,0,54.9697598,-5.0445441,,
2012,Loch Ryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,360,27,0,54.9697598,-5.0445441,,
2012,Loch Ryan,100,All Main Freight,0,Main Freight,Inwards,943,86,0,54.9697598,-5.0445441,,
2012,Loch Ryan,100,All Main Freight,0,Main Freight,Outwards,871,80,0,54.9697598,-5.0445441,,
2012,London,1,All Cargo,1,All Cargo,Inwards,36347,898,329,51.50694,-0.072797405,,
2012,London,1,All Cargo,1,All Cargo,Outwards,7395,656,358,51.50694,-0.072797405,,
2012,London,11,Liquefied gas,10,Liquid Bulk,Inwards,181,0,0,51.50694,-0.072797405,,
2012,London,11,Liquefied gas,10,Liquid Bulk,Outwards,22,0,0,51.50694,-0.072797405,,
2012,London,12,Crude oil,10,Liquid Bulk,Inwards,2368,0,0,51.50694,-0.072797405,,
2012,London,12,Crude oil,10,Liquid Bulk,Outwards,53,0,0,51.50694,-0.072797405,,
2012,London,13,Oil products,10,Liquid Bulk,Inwards,10944,0,0,51.50694,-0.072797405,,
2012,London,13,Oil products,10,Liquid Bulk,Outwards,1085,0,0,51.50694,-0.072797405,,
2012,London,19,Other liquid bulk products,10,Liquid Bulk,Inwards,681,0,0,51.50694,-0.072797405,,
2012,London,19,Other liquid bulk products,10,Liquid Bulk,Outwards,194,0,0,51.50694,-0.072797405,,
2012,London,21,Ores,20,Dry Bulk,Inwards,57,0,0,51.50694,-0.072797405,,
2012,London,21,Ores,20,Dry Bulk,Outwards,844,0,0,51.50694,-0.072797405,,
2012,London,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,1037,0,0,51.50694,-0.072797405,,
2012,London,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,406,0,0,51.50694,-0.072797405,,
2012,London,29,Other dry bulk,20,Dry Bulk,Inwards,8971,0,0,51.50694,-0.072797405,,
2012,London,29,Other dry bulk,20,Dry Bulk,Outwards,93,0,0,51.50694,-0.072797405,,
2012,London,31,20' freight units,30,Lo-Lo,Inwards,939,47,47,51.50694,-0.072797405,,
2012,London,31,20' freight units,30,Lo-Lo,Outwards,654,53,53,51.50694,-0.072797405,,
2012,London,32,40' freight units,30,Lo-Lo,Inwards,1970,101,202,51.50694,-0.072797405,,
2012,London,32,40' freight units,30,Lo-Lo,Outwards,888,107,214,51.50694,-0.072797405,,
2012,London,33,Freight units >20' & <40',30,Lo-Lo,Inwards,210,10,15,51.50694,-0.072797405,,
2012,London,33,Freight units >20' & <40',30,Lo-Lo,Outwards,24,10,15,51.50694,-0.072797405,,
2012,London,34,Freight units >40',30,Lo-Lo,Inwards,515,29,65,51.50694,-0.072797405,,
2012,London,34,Freight units >40',30,Lo-Lo,Outwards,150,34,77,51.50694,-0.072797405,,
2012,London,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,157,7,0,51.50694,-0.072797405,,
2012,London,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,76,8,0,51.50694,-0.072797405,,
2012,London,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,0,0,51.50694,-0.072797405,,
2012,London,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,0,0,51.50694,-0.072797405,,
2012,London,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,498,408,0,51.50694,-0.072797405,,
2012,London,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,318,156,0,51.50694,-0.072797405,,
2012,London,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,2997,152,0,51.50694,-0.072797405,,
2012,London,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,1515,151,0,51.50694,-0.072797405,,
2012,London,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,69,6,0,51.50694,-0.072797405,,
2012,London,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,16,1,0,51.50694,-0.072797405,,
2012,London,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,3673,138,0,51.50694,-0.072797405,,
2012,London,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,738,137,0,51.50694,-0.072797405,,
2012,London,91,Forestry products,90,Other General Cargo,Inwards,580,0,0,51.50694,-0.072797405,,
2012,London,91,Forestry products,90,Other General Cargo,Outwards,29,0,0,51.50694,-0.072797405,,
2012,London,92,Iron and steel products,90,Other General Cargo,Inwards,234,0,0,51.50694,-0.072797405,,
2012,London,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,267,0,0,51.50694,-0.072797405,,
2012,London,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,287,0,0,51.50694,-0.072797405,,
2012,London,100,All Main Freight,0,Main Freight,Inwards,10461,484,329,51.50694,-0.072797405,,
2012,London,100,All Main Freight,0,Main Freight,Outwards,4046,499,358,51.50694,-0.072797405,,
2012,Londonderry,1,All Cargo,1,All Cargo,Inwards,1563,0,0,54.9978678,-7.3213056,,
2012,Londonderry,1,All Cargo,1,All Cargo,Outwards,96,0,0,54.9978678,-7.3213056,,
2012,Londonderry,13,Oil products,10,Liquid Bulk,Inwards,655,0,0,54.9978678,-7.3213056,,
2012,Londonderry,19,Other liquid bulk products,10,Liquid Bulk,Inwards,39,0,0,54.9978678,-7.3213056,,
2012,Londonderry,21,Ores,20,Dry Bulk,Outwards,17,0,0,54.9978678,-7.3213056,,
2012,Londonderry,22,Coal,20,Dry Bulk,Inwards,308,0,0,54.9978678,-7.3213056,,
2012,Londonderry,22,Coal,20,Dry Bulk,Outwards,55,0,0,54.9978678,-7.3213056,,
2012,Londonderry,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,339,0,0,54.9978678,-7.3213056,,
2012,Londonderry,29,Other dry bulk,20,Dry Bulk,Inwards,153,0,0,54.9978678,-7.3213056,,
2012,Londonderry,29,Other dry bulk,20,Dry Bulk,Outwards,21,0,0,54.9978678,-7.3213056,,
2012,Londonderry,91,Forestry products,90,Other General Cargo,Inwards,69,0,0,54.9978678,-7.3213056,,
2012,Londonderry,91,Forestry products,90,Other General Cargo,Outwards,3,0,0,54.9978678,-7.3213056,,
2012,Manchester,1,All Cargo,1,All Cargo,Inwards,2486,0,0,53.472005,-2.2985689,,
2012,Manchester,1,All Cargo,1,All Cargo,Outwards,3953,0,0,53.472005,-2.2985689,,
2012,Manchester,11,Liquefied gas,10,Liquid Bulk,Inwards,21,0,0,53.472005,-2.2985689,,
2012,Manchester,11,Liquefied gas,10,Liquid Bulk,Outwards,144,0,0,53.472005,-2.2985689,,
2012,Manchester,13,Oil products,10,Liquid Bulk,Inwards,805,0,0,53.472005,-2.2985689,,
2012,Manchester,13,Oil products,10,Liquid Bulk,Outwards,2351,0,0,53.472005,-2.2985689,,
2012,Manchester,19,Other liquid bulk products,10,Liquid Bulk,Inwards,440,0,0,53.472005,-2.2985689,,
2012,Manchester,19,Other liquid bulk products,10,Liquid Bulk,Outwards,1124,0,0,53.472005,-2.2985689,,
2012,Manchester,21,Ores,20,Dry Bulk,Outwards,41,0,0,53.472005,-2.2985689,,
2012,Manchester,22,Coal,20,Dry Bulk,Inwards,732,0,0,53.472005,-2.2985689,,
2012,Manchester,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,49,0,0,53.472005,-2.2985689,,
2012,Manchester,29,Other dry bulk,20,Dry Bulk,Inwards,404,0,0,53.472005,-2.2985689,,
2012,Manchester,29,Other dry bulk,20,Dry Bulk,Outwards,256,0,0,53.472005,-2.2985689,,
2012,Manchester,92,Iron and steel products,90,Other General Cargo,Inwards,13,0,0,53.472005,-2.2985689,,
2012,Manchester,92,Iron and steel products,90,Other General Cargo,Outwards,20,0,0,53.472005,-2.2985689,,
2012,Manchester,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,23,0,0,53.472005,-2.2985689,,
2012,Manchester,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,16,0,0,53.472005,-2.2985689,,
2012,Medway,1,All Cargo,1,All Cargo,Inwards,10933,361,128,51.406817,0.54407446,,
2012,Medway,1,All Cargo,1,All Cargo,Outwards,1717,128,165,51.406817,0.54407446,,
2012,Medway,11,Liquefied gas,10,Liquid Bulk,Inwards,2710,0,0,51.406817,0.54407446,,
2012,Medway,13,Oil products,10,Liquid Bulk,Inwards,1252,0,0,51.406817,0.54407446,,
2012,Medway,13,Oil products,10,Liquid Bulk,Outwards,2,0,0,51.406817,0.54407446,,
2012,Medway,19,Other liquid bulk products,10,Liquid Bulk,Inwards,58,0,0,51.406817,0.54407446,,
2012,Medway,21,Ores,20,Dry Bulk,Outwards,39,0,0,51.406817,0.54407446,,
2012,Medway,22,Coal,20,Dry Bulk,Inwards,2166,0,0,51.406817,0.54407446,,
2012,Medway,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,6,0,0,51.406817,0.54407446,,
2012,Medway,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,41,0,0,51.406817,0.54407446,,
2012,Medway,29,Other dry bulk,20,Dry Bulk,Inwards,1699,0,0,51.406817,0.54407446,,
2012,Medway,29,Other dry bulk,20,Dry Bulk,Outwards,290,0,0,51.406817,0.54407446,,
2012,Medway,31,20' freight units,30,Lo-Lo,Inwards,287,22,22,51.406817,0.54407446,,
